Grid number = 13
total number of knots: 61387
sampled configurations = 8000
 

Sampled knots = $0_1$ = 5399 $3_1$ = 1442 $4_1$ = 338 $5_1$ = 176 $5_2$ = 240 $6_1$ = 62 $6_2$ = 62 $6_3$ = 25 $7_1$ = 10 $7_2$ = 9 $7_3$ = 10 $7_4$ = 3 $7_5$ = 17 $7_6$ = 18 $7_7$ = 7 $8_1$ = 2 $8_2$ = 1 $8_3$ = 1 $8_4$ = 2 $8_5$ = 2 $8_6$ = 3 $8_7$ = 1 $8_8$ = 2 $8_9$ = 1 $8_10$ = 1 $8_11$ = 1 $8_12$ = 1 $8_13$ = 1 $8_14$ = 1 $8_15$ = 1 $8_16$ = 0 $8_17$ = 1 $8_18$ = 0 $8_19$ = 21 $8_20$ = 19 $8_21$ = 8 $other$ = 112

Total knots = $0_1$ = 37261 $3_1$ = 11976 $4_1$ = 3331 $5_1$ = 1749 $5_2$ = 2419 $6_1$ = 632 $6_2$ = 717 $6_3$ = 345 $7_1$ = 92 $7_2$ = 130 $7_3$ = 116 $7_4$ = 72 $7_5$ = 138 $7_6$ = 128 $7_7$ = 68 $8_1$ = 24 $8_2$ = 12 $8_3$ = 13 $8_4$ = 18 $8_5$ = 6 $8_6$ = 21 $8_7$ = 13 $8_8$ = 22 $8_9$ = 5 $8_10$ = 14 $8_11$ = 20 $8_12$ = 15 $8_13$ = 16 $8_14$ = 21 $8_15$ = 5 $8_16$ = 2 $8_17$ = 9 $8_18$ = 0 $8_19$ = 201 $8_20$ = 251 $8_21$ = 152 $other$ = 1373

 22511,   6113,   2164,   0,   642,   148,   113,   127,   0,   24,   0,   0,   0,   19,   18,   6,   0,   0,   0,   0,   0,   1,   1,   3,   0,   0,   0,   4,   0,   0,   0,   3,   0,   0,   66,   55,   60,  
 6087,   2230,   0,   809,   757,   0,   177,   138,   0,   0,   0,   8,   32,   22,   7,   0,   0,   0,   0,   0,   4,   1,   5,   0,   0,   0,   0,   0,   2,   0,   1,   2,   0,   0,   0,   0,   335,  
 2036,   0,   305,   0,   0,   198,   173,   0,   0,   0,   0,   0,   0,   22,   22,   0,   0,   0,   6,   0,   0,   0,   0,   0,   0,   0,   6,   1,   3,   0,   0,   0,   0,   0,   0,   0,   26,  
 0,   771,   0,   132,   335,   0,   0,   0,   56,   0,   26,   0,   18,   0,   0,   0,   4,   0,   0,   0,   0,   4,   0,   0,   3,   0,   0,   0,   0,   1,   0,   0,   0,   135,   0,   15,   33,  
 650,   705,   0,   322,   171,   0,   0,   0,   0,   40,   37,   39,   25,   15,   0,   0,   0,   0,   0,   0,   0,   0,   7,   0,   1,   2,   0,   5,   6,   1,   0,   0,   0,   0,   48,   0,   29,  
 168,   0,   219,   0,   0,   83,   65,   0,   0,   0,   0,   0,   0,   0,   0,   9,   0,   7,   3,   0,   4,   0,   0,   0,   0,   5,   4,   0,   0,   0,   0,   0,   0,   0,   0,   0,   46,  
 120,   144,   182,   0,   0,   59,   17,   0,   0,   0,   0,   0,   0,   0,   0,   0,   3,   0,   3,   3,   2,   0,   0,   1,   0,   3,   0,   0,   5,   0,   0,   2,   0,   0,   0,   43,   41,  
 81,   107,   0,   0,   0,   0,   0,   6,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   5,   2,   0,   4,   0,   0,   3,   0,   0,   0,   0,   0,   0,   31,   0,   4,  
 0,   0,   0,   47,   0,   0,   0,   0,   3,   0,   16,   0,   13,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   23,  
 21,   0,   0,   0,   34,   0,   0,   0,   0,   5,   6,   0,   7,   4,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   11,  
 0,   0,   0,   28,   32,   0,   0,   0,   8,   11,   3,   8,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   14,  
 0,   3,   0,   0,   14,   0,   0,   0,   0,   0,   9,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   3,  
 0,   41,   0,   38,   40,   0,   0,   0,   12,   16,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   12,   0,   0,   27,  
 25,   37,   43,   0,   47,   0,   0,   0,   0,   15,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   11,   0,   34,  
 18,   12,   32,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,  
 6,   0,   0,   0,   0,   5,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   3,   0,   0,   2,   0,   0,   0,   0,   2,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   5,  
 0,   1,   0,   2,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,  
 0,   0,   0,   0,   0,   7,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,  
 0,   0,   4,   0,   0,   6,   3,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7,  
 0,   0,   0,   0,   0,   0,   12,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   3,  
