Grid number = 10
total number of knots: 45167
sampled configurations = 8000
 
Sampled knots = $0_1$ = 6662 $3_1$ = 969 $4_1$ = 171 $5_1$ = 57 $5_2$ = 90 $6_1$ = 9 $6_2$ = 11 $6_3$ = 4 $7_1$ = 0 $7_2$ = 3 $7_3$ = 2 $7_4$ = 0 $7_5$ = 0 $7_6$ = 2 $7_7$ = 0 $8_1$ = 0 $8_2$ = 0 $8_3$ = 0 $8_4$ = 0 $8_5$ = 0 $8_6$ = 0 $8_7$ = 0 $8_8$ = 0 $8_9$ = 0 $8_10$ = 0 $8_11$ = 0 $8_12$ = 0 $8_13$ = 0 $8_14$ = 0 $8_15$ = 0 $8_16$ = 0 $8_17$ = 0 $8_18$ = 0 $8_19$ = 5 $8_20$ = 4 $8_21$ = 2 $other$ = 9
Total knots = $0_1$ = 34696 $3_1$ = 7037 $4_1$ = 1480 $5_1$ = 567 $5_2$ = 760 $6_1$ = 125 $6_2$ = 120 $6_3$ = 51 $7_1$ = 9 $7_2$ = 18 $7_3$ = 9 $7_4$ = 4 $7_5$ = 14 $7_6$ = 15 $7_7$ = 5 $8_1$ = 0 $8_2$ = 0 $8_3$ = 0 $8_4$ = 0 $8_5$ = 0 $8_6$ = 0 $8_7$ = 0 $8_8$ = 2 $8_9$ = 0 $8_10$ = 0 $8_11$ = 2 $8_12$ = 0 $8_13$ = 0 $8_14$ = 0 $8_15$ = 0 $8_16$ = 0 $8_17$ = 0 $8_18$ = 0 $8_19$ = 37 $8_20$ = 54 $8_21$ = 22 $other$ = 140
 21941,   4545,   1160,   0,   218,   25,   14,   15,   0,   3,   0,   0,   0,   1,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   15,   8,   12,  
 4603,   803,   0,   332,   290,   0,   33,   22,   0,   0,   0,   1,   4,   2,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   63,  
 1107,   0,   75,   0,   0,   49,   47,   0,   0,   0,   0,   0,   0,   5,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,  
 0,   303,   0,   6,   105,   0,   0,   0,   6,   0,   2,   0,   4,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   31,   0,   5,   2,  
 283,   305,   0,   132,   9,   0,   0,   0,   0,   7,   3,   2,   4,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   20,   0,   1,  
 25,   0,   34,   0,   0,   11,   11,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   11,  
 23,   31,   34,   0,   0,   15,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   3,   5,  
 16,   18,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   0,   0,  
 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  
 9,   0,   0,   0,   12,   0,   0,   0,   0,   0,   2,   0,   1,   3,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   3,  
